residence_name,website_url,associated_brand,brief_subtitle,brief_description,budget_start_range,budget_end_range,city,country,address
"The Ritz-Carlton Residences, NoMad",https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/?utm_source=residences-referral,Ritz-Carlton,Elevate your lifestyle with panoramic skyline views and unparalleled luxury amenities.,"Offering breathtaking skyline views and luxurious amenities, this residence features a rooftop terrace and personalized concierge services in a vibrant neighborhood.",1700000,10000000,New York,United States,"The Ritz-Carlton Residences, NoMad  
1185 Broadway  
New York, NY 10001  
USA"
The Ritz-Carlton Residences,https://www.rcrlimassol.com/,Ritz-Carlton,Indulge in luxury living with breathtaking Mediterranean views and exclusive beachfront access.,"Overlooking the azure Mediterranean, this luxurious residence boasts private beach access, stunning sea views, and unparalleled amenities.",500000,5500000,Limassol,Cyprus,"Limassol, Cyprus."
The Ritz-Carlton Residences,https://www.rcrportland.com/,Ritz-Carlton,"Elevating city living, these luxury residences offer breathtaking panoramic views of Portland.","Offering breathtaking views of the Willamette River and a rooftop terrace, this residence combines luxury with unparalleled urban convenience.",1300000,3000000,Portland,United States,"Portland, 900 SW 5th Ave, Portland, OR 97204, United States."
The Ritz-Carlton Residences,https://masterisehomes.com/the-grand-hanoi/,Ritz-Carlton,Elevate your lifestyle in Hanoi's pinnacle of luxury with breathtaking skyline views.,"Offering breathtaking views of West Lake and the Red River, this residence features luxurious amenities and personalized services.",5000000,5000000,Hanoi,Vietnam,"Hanoi, Vietnam is located at 6 Nha Tho, Hoan Kiem, Hanoi, Vietnam."
"The Ritz-Carlton Residences, Dove Mountain",https://theresidencesdovemountain.com/,Ritz-Carlton,Discover luxurious living surrounded by stunning desert landscapes and world-class amenities.,"Offering breathtaking desert vistas and direct access to a championship golf course, this residence boasts unparalleled luxury and exclusivity.",1000000,2500000,Marana,United States,"The Ritz-Carlton Residences, Dove Mountain  
15000 N Secret Springs Dr  
Marana, AZ 85658  
United States"
"The Ritz-Carlton Residences, Beach",https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/?utm_source=residences-referral,Ritz-Carlton,Immerse yourself in unparalleled oceanfront luxury with private pools and breathtaking vistas.,"Offering breathtaking ocean views and private beach access, this residence boasts unparalleled luxury with resort-style amenities and personalized services.",3000000,42000000,Miami,United States,"The Ritz-Carlton Residences, Miami Beach  
4701 Meridian Ave,  
Miami Beach, FL 33140, USA"
The Ritz-Carlton Residences,https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/?utm_source=residences-referral,Ritz-Carlton,Discover opulent living with panoramic Atlas Mountain views and lush private gardens.,"Offering breathtaking views of the Atlas Mountains, this residence boasts private gardens and a stunning infinity pool for unparalleled luxury.",1500000,10000000,Marrakech,Morocco,"Marrakech, Morocco."
"The Ritz-Carlton Residences, Lake Tahoe",https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/?utm_source=residences-referral,Ritz-Carlton,Indulge in luxurious mountain living with stunning lake views and world-class amenities.,"Offering breathtaking panoramic views of the Sierra Nevada, these luxurious residences feature direct access to world-class skiing and hiking trails.",2000000,7000000,Truckee,United States,"The Ritz-Carlton Residences, Lake Tahoe  
13031 Ritz-Carlton Highlands Drive  
Truckee, CA 96161  
United States"
The Ritz-Carlton Residences,https://rcresidencesistanbul.com/,Ritz-Carlton,"Overlooking the Bosphorus, this opulent sanctuary blends timeless elegance with modern luxury.","Overlooking the Bosphorus, these luxurious residences boast private terraces, bespoke interiors, and exclusive access to a world-class spa.",1300000,2000000,Istanbul,Turkey,"Istanbul, Turkey: 168, Suadiye, Istanbul, Turkey."
The Ritz-Carlton Residences,https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/?utm_source=residences-referral,Ritz-Carlton,Indulge in breathtaking Mediterranean views from your private rooftop pool oasis.,"Overlooking the Mediterranean, these luxurious residences feature private beach access, stunning sunset views, and exceptional amenities.",3600000,25000000,Herzliya,Israel,
The Ritz-Carlton Residences,https://www.theresidenceschevychase.com/,Ritz-Carlton,Indulge in unparalleled luxury with stunning rooftop views and exquisite amenities.,"Offering breathtaking views of the Washington, D.C. skyline, this residence features luxurious amenities and personalized concierge services.",1300000,3900000,Chevy Chase,United States,"Chevy Chase,  4550 Montgomery Avenue, Chevy Chase, MD 20815, United States."
The Ritz-Carlton Residences,https://theresidencestampa.com/,Ritz-Carlton,"Elevating luxury living, these waterfront residences boast breathtaking bay views and unparalleled elegance.","Offering breathtaking waterfront views and unparalleled access to vibrant downtown, this residence boasts luxury amenities and exquisite design.",1800000,6000000,Tampa,United States,"Tampa  
1301 East Kennedy Boulevard  
Tampa, FL 33602  
United States"
The Ritz-Carlton Residences,http://theresidencesastana.com/eng/,Ritz-Carlton,Elevate your lifestyle with panoramic skyline views from luxurious Astana residences.,"Overlooking the stunning Ishim River, these residences boast unparalleled luxury with private balconies, top-tier amenities, and exquisite design.",250000,.,Astana,Kazakhstan,"1, Kabanbay Batyr Avenue, Nur-Sultan 020000, Kazakhstan."
The Ritz-Carlton Residences,https://theresidenceamman.com/en,Ritz-Carlton,Indulge in luxurious living with breathtaking city views and exquisite design details.,"Offering breathtaking views of the city and the mountains, this luxurious residence features unparalleled amenities and exceptional service.",500000,7000000,Amman,Jordan,
"The Ritz-Carlton Residences, Bal Harbour",https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/?utm_source=residences-referral,Ritz-Carlton,Indulge in oceanfront serenity with private elevators and panoramic waterfront views.,"Offering breathtaking ocean views and direct beach access, this luxurious residence features a private rooftop pool and unparalleled concierge services.",1800000,12000000,Bal Harbour,United States,"The Ritz-Carlton Residences, Bal Harbour  
10295 Collins Avenue  
Bal Harbour, FL 33154  
USA"
The Ritz-Carlton Residences,https://www.rcr-colombo.lk/#hm-banner,Ritz-Carlton,Elevate your lifestyle with breathtaking ocean views from every luxurious suite.,"Offering breathtaking ocean views and unparalleled access to vibrant city life, this residence features luxurious amenities and sophisticated design.",16000000,25000000,Colombo,Sri Lanka,"Colombo, Sri Lanka is located at 2, 5th Lane, Colombo 03, Sri Lanka."
"The Ritz-Carlton Residences, Waikiki",https://www.theresidenceswaikiki.com/,Ritz-Carlton,Breathtaking ocean views and luxurious amenities redefine coastal living in paradise.,"Overlooking the vibrant shores of Waikiki, this luxurious residence boasts breathtaking ocean views and exclusive access to a private rooftop infinity pool.",1500000,10000000,Honolulu,United States,"The Ritz-Carlton Residences, Waikiki  
383 Kalaimoku Street  
Honolulu, HI 96815  
USA"
"The Ritz-Carlton Residences, Westchester",https://rcresidenceswestchester.com/,Ritz-Carlton,Elevate your lifestyle with breathtaking skyline views and unparalleled luxury living.,"This luxurious residence boasts sweeping views of the Hudson River, exceptional amenities, and direct access to vibrant downtown White Plains.",1200000,4800000,White Plains,United States,"The Ritz-Carlton Residences, Westchester  
5 Renaissance Square  
White Plains, NY 10601  
United States"
The Ritz-Carlton Residences,https://rcresidenceswestchester.com/,Ritz-Carlton,Indulge in unparalleled oceanfront luxury with breathtaking views and bespoke services.,"Overlooking pristine Grace Bay, these residences feature private infinity pools, direct beach access, and unparalleled sunset views.",2200000,7900000,Providenciales,Turks and Caicos,
The Ritz-Carlton Residences,https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/?utm_source=residences-referral,Ritz-Carlton,"Indulge in breathtaking ocean views from your luxurious, private waterfront sanctuary.","Offering breathtaking ocean views, these residences feature private beach access, luxurious amenities, and unparalleled service for an elite lifestyle.",3200000,40000000,Sunny Isles Beach,United States,"Sunny Isles Beach, 15701 Collins Ave, Sunny Isles Beach, FL 33160, United States."
"The Ritz-Carlton Residences, The Palmeraie",https://www.rcpvluxury.com/,Ritz-Carlton,Immerse yourself in unparalleled desert elegance with serene mountain views and bespoke luxury.,"Offering breathtaking mountain vistas and private access to lush gardens, this residence combines luxury living with unparalleled tranquility.",3000000,7500000,Paradise Valley,United States,"The Ritz-Carlton Residences, The Palmeraie  
7135 E Camelback Rd  
Paradise Valley, AZ 85253  
United States"
"The Ritz-Carlton Residences, Grande Lakes",https://theresidencesorlando.com/,Ritz-Carlton,Discover serene luxury with stunning lakeside views and unparalleled personalized service.,"Overlooking serene lakes and lush landscapes, this residence boasts private balconies, a world-class spa, and exceptional gourmet dining.",1200000,3800000,Orlando,United States,"The Ritz-Carlton Residences, Grande Lakes  
4040 Central Florida Parkway  
Orlando, FL 32837  
United States"
"The Ritz-Carlton Residences, North Hills",https://theresidenceslongisland.com/residences/,Ritz-Carlton,Indulge in luxurious living with stunning skyline views and exquisite amenities.,"Offering breathtaking skyline views and unparalleled amenities, this luxurious residence features a rooftop terrace and personalized concierge services.",1000000,3500000,New York,United States,"The Ritz-Carlton Residences, North Hills  
1 E, 53rd St,  
New York, NY 10022, USA"
The Ritz-Carlton Residences,https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/,Ritz-Carlton,Embrace unparalleled luxury with sweeping ocean vistas and exclusive Maui serenity.,"Overlooking stunning ocean vistas and lush landscapes, this residence offers unparalleled access to pristine beaches and championship golf courses.",1600000,9750000,Kapalua,United States,"Kapalua  
1 Ritz-Carlton Drive  
Kapalua, HI 96761  
United States"
The Ritz-Carlton Residences,https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/,Ritz-Carlton,Elevate your lifestyle with breathtaking skyline views from luxurious penthouse suites.,"Offering breathtaking views of Lake Ontario and the Toronto skyline, this residence boasts unparalleled luxury amenities and personalized services.",1500000,25000000,Toronto,Canada,"183 Wellington St W, Toronto, ON M5V 0A1, Canada."
The Ritz-Carlton Residences,https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/,Ritz-Carlton,Indulge in luxurious urban living with breathtaking views of Mount Royal.,"Boasting breathtaking views of Mount Royal and the St. Lawrence River, this residence offers unparalleled luxury and exclusive amenities.",1000000,2500000,Montreal,Canada,"Montreal  
1228 Sherbrooke St W,  
Montreal, QC H3G 1H6,  
Canada"
The Ritz-Carlton Residences,https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/,Ritz-Carlton,"Soaring above the city, these opulent residences redefine luxury with panoramic skyline views.","Offering breathtaking panoramic views of the Hollywood Hills, this residence boasts exclusive amenities, including a private rooftop terrace and personalized concierge services.",1000000,28000000,Los Angeles,United States,"Los Angeles  
900 W Olympic Blvd  
Los Angeles, CA 90015  
USA"
The Ritz-Carlton Residences,https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/,Ritz-Carlton,Indulge in unrivaled oceanfront elegance with breathtaking panoramic Caribbean views.,"Offering breathtaking ocean views and unparalleled access to pristine beaches, these residences redefine luxury living in the Caribbean.",1500000,20000000,Grand Cayman,Cayman Islands,"Grand Cayman, 1220 Estate Treetops, West Bay, Grand Cayman, Cayman Islands."
The Ritz-Carlton Residences,https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/,Ritz-Carlton,Luxurious waterfront living harmonizes with historic charm in Georgetown's finest residences.,"Overlooking the historic waterfront, these residences feature bespoke interiors and unparalleled access to vibrant cultural landmarks.",2500000,8000000,Washington,United States,"Georgetown, 3100 South Street NW, Washington, DC 20007, United States."
The Ritz-Carlton Residences,https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/,Ritz-Carlton,"Where oceanfront elegance meets impeccable design, offering unparalleled luxury and serenity.","Offering breathtaking ocean views and direct access to pristine beaches, this residence features luxurious amenities and unparalleled service.",2200000,11000000,Fort Lauderdale,United States,"Fort Lauderdale  
1 N Fort Lauderdale Beach Blvd,  
Fort Lauderdale, FL 33304,  
United States"
The Ritz-Carlton Residences,https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/,Ritz-Carlton,Luxuriate in unparalleled elegance with breathtaking skyline views and bespoke services.,"Offering stunning views of the Dallas skyline, this luxury residence features private rooftop terraces and bespoke amenities for unparalleled living.",1800000,10000000,Dallas,United States,"Dallas, USA  
2121 McKinney Ave, Dallas, TX 75201"
The Ritz-Carlton Residences,https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/,Ritz-Carlton,Luxuriate in slopeside elegance with unparalleled mountain views and bespoke amenities.,"Offering breathtaking mountain views and direct access to world-class skiing, this residence features luxurious amenities and personalized services.",5000000,10000000,Vail,United States,"Vail  
728 West Lionshead Circle  
Vail, CO 81657  
United States"
"The Ritz-Carlton Residences, Coconut Grove",https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/,Ritz-Carlton,Immerse in serene luxury with sweeping bay views and lush private gardens.,"Offering breathtaking bay views and expansive terraces, this luxury residence combines urban sophistication with serene waterfront living in a vibrant cultural hub.",1200000,33000000,Miami,United States,"The Ritz-Carlton Residences, Coconut Grove  
450 S. Biscayne Blvd,  
Miami, FL 33133, USA"
"The Ritz-Carlton Residences, Singer Island",https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/,Ritz-Carlton,Luxuriate in oceanfront elegance with breathtaking panoramic views and unparalleled service.,"Offering breathtaking ocean views and direct beach access, this luxury residence boasts exceptional amenities and unparalleled coastal living.",1500000,10500000,Riviera Beach,United States,"The Ritz-Carlton Residences, Singer Island  
2700 N Ocean Drive  
Riviera Beach, FL 33404  
United States"
The Ritz-Carlton Residences,https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/,Ritz-Carlton,Indulge in luxurious waterfront living with breathtaking views and unparalleled amenities.,"Overlooking the stunning Sarasota Bay, these residences boast private balconies, unparalleled sunset views, and resort-style amenities.",2300000,8000000,Sarasota,United States,"Sarasota  
1300 Benjamin Franklin Dr,  
Sarasota, FL 34236,  
United States."
The Ritz-Carlton Residences,https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/,Ritz-Carlton,Elevated city living meets timeless elegance with breathtaking views of San Francisco.,"Overlooking the iconic skyline and bay, this residence boasts expansive terraces, luxurious amenities, and unparalleled personalized service.",1500000,10000000,San Francisco,United States,"San Francisco  
690 Market Street  
San Francisco, CA 94104  
USA"
The Ritz-Carlton Residences,https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/,Ritz-Carlton,Elevate your lifestyle with panoramic skyline views and unparalleled luxury amenities.,"Offering breathtaking skyline views and luxurious amenities, this residence boasts an unparalleled location near cultural landmarks and fine dining.",1500000,7000000,Philadelphia,United States,"Philadelphia  
1414 S Penn Square,  
Philadelphia, PA 19102,  
United States"
"The Ritz-Carlton Residences, Esentai Tower",https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/,Ritz-Carlton,Elevate your lifestyle with breathtaking skyline views and luxurious urban living.,The residences in Esentai Tower boast breathtaking panoramic views of the Alatau Mountains and unparalleled access to luxury shopping and dining.,800000,5000000,Almaty,Kazakhstan,"77/7 Al-Farabi Avenue, Almaty, Kazakhstan."
The Ritz-Carlton Residences,https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/,Ritz-Carlton,Elevate your lifestyle with unparalleled skyline views and bespoke luxury living.,"Offering breathtaking skyline views and unparalleled access to vibrant cultural attractions, this residence boasts exquisite amenities and luxurious living spaces.",1500000,7500000,Atlanta,United States,"Atlanta  
3630 Peachtree Rd NE,  
Atlanta, GA 30326,  
United States"
The Ritz-Carlton Residences,https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/,Ritz-Carlton,Indulge in mountain luxury with ski-in/ski-out access and breathtaking alpine views.,"Offering breathtaking mountain vistas and direct access to world-class skiing, this residence combines luxury with unparalleled outdoor adventure.",−1800000,3500000,Avon,United States,"0130 Daybreak Ridge, Avon, CO 81620."
The Ritz-Carlton Residences,https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/,Ritz-Carlton,Discover unparalleled waterfront luxury with stunning city views and exquisite amenities.,"Overlooking the iconic Inner Harbor, this residence boasts unparalleled waterfront views and luxurious amenities, including a private rooftop terrace and concierge services.",1500000,2500000,Baltimore,United States,"Baltimore  
200 International Drive  
Baltimore, MD 21202  
United States"
"The Ritz-Carlton Residences, Commons",https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/,Ritz-Carlton,Elevated urban living with breathtaking Boston skyline views and bespoke luxury finishes.,"Offering breathtaking views of the Boston skyline and harbor, this residence features exclusive amenities like a private rooftop terrace and personalized concierge services.",3500000,12000000,Boston,United States,"The Ritz-Carlton Residences, Commons  
1 Avery Street  
Boston, MA 02111  
United States"
"The Ritz-Carlton Residences, Central Park",https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/,Ritz-Carlton,Enjoy breathtaking Central Park views from luxurious private terraces in Manhattan.,"Offering breathtaking views of Central Park, these luxurious residences feature bespoke interiors and unparalleled access to premier cultural landmarks.",2000000,29000000,New York,United States,"The Ritz-Carlton Residences, Central Park  
50 Central Park South  
New York, NY 10019  
USA"
The Ritz-Carlton Residences,https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/,Ritz-Carlton,Indulge in breathtaking skyline views from luxurious residences that redefine urban living.,"Offering breathtaking skyline views and direct access to Millennium Park, this residence features unparalleled amenities and luxurious finishes.",1500000,7500000,Chicago,United States,"Chicago  
160 East Pearson Street  
Chicago, IL 60611  
USA"
The Ritz-Carlton Residences,https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/,Ritz-Carlton,Immerse in unparalleled luxury with bespoke services and timeless Georgetown elegance.,"Offering breathtaking views of the iconic monuments, this luxurious residence boasts unparalleled amenities and personalized services in a prime location.",1500000,8500000,Washington,United States,"Washington, D.C.  
1150 22nd St NW,  
Washington, DC 20037,  
United States"
"The Ritz-Carlton Residences, Key Biscayne",https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/,Ritz-Carlton,Discover oceanfront luxury with breathtaking views and exclusive resort-style amenities.,"Offering breathtaking ocean views and direct beach access, this residence features expansive terraces and unparalleled luxury amenities.",2000000,39000000,Key Biscayne,United States,"The Ritz-Carlton Residences, Key Biscayne  
455 Grand Bay Drive  
Key Biscayne, FL 33149  
USA"
The Ritz-Carlton Residences,https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/,Ritz-Carlton,"Elevate your lifestyle with breathtaking skyline views and exquisite, personalized luxury living.","Offering breathtaking views of the Chao Phraya River, these residences boast private terraces and unparalleled access to cultural landmarks.",30000000,25000000,Bangkok,Thailand,"Bangkok  
28 Thanon Sathorn, Khwaeng Thung Maha Mek,  
Khet Sathon, Bangkok 10120, Thailand"
The Ritz-Carlton Residences,https://www.ritzcarltonresidences.com.sg/home,Ritz-Carlton,Elevated sophistication meets unrivaled skyline views in these ultra-luxurious urban sanctuaries.,"Offering breathtaking views of Marina Bay and unparalleled access to lush gardens, this residence redefines luxury living in the city.",4000000,10000000,Singapore,Singapore," 7 Raffles Avenue, Singapore 039799."
The Ritz-Carlton Residences,https://www.rcpvluxury.com/,Ritz-Carlton,Discover opulent desert living with breathtaking mountain views and unparalleled luxury.,"Offering breathtaking views of Camelback Mountain and exclusive access to resort-style amenities, this residence redefines luxury living.",2000000,7500000,Paradise Valley,United States,"Paradise Valley, 7135 E Camelback Rd, Paradise Valley, AZ 85253, United States."
The Ritz-Carlton Residences,https://www.rcresidenceswestchester.com/,Ritz-Carlton,Indulge in luxurious living with breathtaking views and unparalleled amenities in Westchester.,"Offering breathtaking views of the Hudson River and expansive outdoor terraces, this residence boasts unparalleled luxury and exclusive amenities.",1200000,5000000,White Plains,United States,"Westchester  
5 Renaissance Square  
White Plains, NY 10601  
United States"
The Ritz-Carlton Residences,https://www.theresidenceswaikiki.com/,Ritz-Carlton,Elevated island living with sweeping ocean vistas and unrivaled luxury amenities awaits.,"Offering breathtaking ocean views and private access to stunning beaches, this residence features luxurious amenities and unparalleled service.",1800000,8500000,Honolulu,United States,"383 Kalaimoku Street, Honolulu, HI 96815, USA."
The Ritz-Carlton Residences,https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/,Ritz-Carlton,Luxuriate in oceanfront elegance with unparalleled panoramic views and world-class amenities.,"Offering breathtaking ocean views and private beach access, this luxurious residence features expansive balconies and world-class amenities.",1900000,10000000,Singer Island,United States,"Singer Island, 2700 N Ocean Drive, Singer Island, FL 33404, United States."
"Rosewood Residences, Old Lighthouse",https://www.rosewoodhotels.com/en/residences/ownership/los-cabos,Rosewood,Breathtaking ocean views and private beach access redefine luxury living in paradise.,"Overlooking the stunning Sea of Cortez, these residences boast expansive terraces and private infinity pools for unparalleled coastal luxury.",5000000,20000000,Los Cabos,Mexico,
"Rosewood Residences, Tucker’s Point",https://www.rosewoodhotels.com/en/residences/ownership/bermuda,Rosewood,"Overlooking turquoise waters, this serene retreat offers unrivaled luxury with private beach access.","Overlooking the turquoise waters, these luxurious residences boast private beach access and unparalleled sunset views from expansive terraces.",3000000,19000000,,Bermuda,
Rosewood Residences,https://www.rosewoodhotels.com/en/residences/ownership/miami-beach,Rosewood,Elevate your lifestyle with panoramic ocean views and bespoke luxury services.,"The Rosewood Residences offer breathtaking ocean views, private rooftop terraces, and unparalleled access to Miami’s vibrant cultural scene.",4000000,4200000,Coral Gables,United States,"Rosewood Residences Miami  
4422 Ponce de Leon Blvd,  
Coral Gables, FL 33146,  
USA"
Rosewood Residences,https://www.rosewoodhotels.com/en/residences/ownership/beverly-hills,Rosewood,Luxurious living awaits in stunning homes with breathtaking panoramic views of Beverly Hills.,"Offering breathtaking panoramic views of the Hollywood Hills, this luxurious residence boasts exclusive amenities, including a private rooftop pool and tailored concierge services.",10000000,38000000,Beverly Hills,United States,"Rosewood Residences Beverly Hills, 1221 S. Beverwil Drive, Beverly Hills, CA 90211, United States."
"Rosewood Residences, Turtle Creek",https://www.rosewoodhotels.com/en/residences/ownership/turtle-creek,Rosewood,Unrivaled elegance meets serene creekside living with bespoke luxury at every turn.,"Rosewood Residences at Turtle Creek boasts breathtaking views of the Dallas skyline, alongside unparalleled access to vibrant cultural hotspots.",2000000,3500000,Dallas,United States,"Rosewood Residences, Turtle Creek  
4150 Turtle Creek Blvd,  
Dallas, TX 75219, USA"
Rosewood Residences,https://www.rosewoodhotels.com/en/residences/ownership/naples,Rosewood,Indulge in unparalleled luxury with breathtaking Gulf views and exclusive beachfront access.,"Offering breathtaking Gulf views and private access to pristine beaches, these residences feature expansive outdoor living spaces and unparalleled amenities.",5000000,8500000,Naples,United States,"Rosewood Residences Naples  
1300 5th Avenue South,  
Naples, FL 34102,  
United States"
"Rosewood Residences, Lido Key",https://www.rosewoodhotels.com/en/residences/ownership/lido-key,Rosewood,Bask in breathtaking waterfront views and luxurious living steps from pristine beaches.,"Offering breathtaking Gulf views and direct beach access, this residence boasts unparalleled luxury with private amenities and exquisite design.",3000000,3500000,Sarasota,United States,"Rosewood Residences, Lido Key  
1000 Benjamin Franklin Drive  
Sarasota, FL 34236  
United States"
Rosewood Residences,https://www.rosewoodhotels.com/en/residences/ownership/hillsboro-beach,Rosewood,"An exclusive beachfront haven blending timeless elegance with private, oceanfront serenity.","Offering stunning oceanfront views and direct beach access, these residences boast unparalleled luxury amenities and exquisite architectural design.",3500000,7750000,Hillsboro Beach,United States,"Hillsboro Beach, FL 33062, United States."
Rosewood Residences,https://www.rosewoodhotels.com/en/residences/ownership/sao-paulo,Rosewood,Discover luxurious living with stunning skyline views and unparalleled amenities in São Paulo.,"Offering breathtaking panoramic views of São Paulo's skyline, these residences boast luxurious amenities and an exclusive rooftop infinity pool.",5000000,12000000,São Paulo,United States,"Rua Haddock Lobo, 1400 - Cerqueira César, São Paulo - SP, 01414-001, Brazil."
"Rosewood Residences, Baha Mar",https://www.rosewoodhotels.com/en/residences/ownership/baha-mar,Rosewood,Immerse in serene beachfront luxury with bespoke services and private villa elegance.,"Overlooking pristine beaches and turquoise waters, these residences feature expansive terraces, private pools, and personalized concierge services for an unparalleled luxury experience.",2000000,4500000,Nassau,Bahamas,"1 Baha Mar Blvd, Nassau, New Providence, Bahamas."
"Rosewood Residences, Mayakoba",https://www.rosewoodhotels.com/en/residences/ownership/mayakoba,Rosewood,Discover serene luxury with private lagoons and stunning jungle views.,"Overlooking a pristine lagoon and surrounded by lush mangroves, these residences feature private plunge pools and unparalleled access to eco-friendly amenities.",1800000,4500000,Quintana Roo,Mexico,"Carretera Federal 307, Playa del Carmen, Quintana Roo, Mexico."
"Rosewood Residences, Mandarina",https://www.rosewoodhotels.com/en/residences/ownership/mandarina,Rosewood,"Discover luxurious living harmonized with nature, featuring stunning ocean views and lush landscapes.","Offering breathtaking ocean views and direct access to pristine beaches, these residences feature unparalleled luxury and exclusive amenities.",14000000,14000000,Monteon,Mexico,"Monteón, Mexico."
Residences at One Galle Face,https://www.shangri-la.com/group/our-businesses/properties-for-sale,Shangri-La,Discover unparalleled luxury with breathtaking ocean views and world-class amenities.,"The Residences at One Galle Face boast breathtaking ocean views, luxurious amenities, and unparalleled access to Colombo's vibrant lifestyle.",40000000,50000000,Colombo,Sri Lanka,"1 Galle Face, Colombo 00200, Sri Lanka."
Yavis Residence,https://www.shangri-la.com/group/our-businesses/properties-for-sale,Shangri-La,"This architectural marvel boasts stunning panoramic views, seamlessly blending nature with luxury.","The Yavis Residence boasts breathtaking panoramic views of the mountains and river, complemented by luxurious amenities and spacious layouts.",1800000,-.--.,Zhongshan,China,"Zhongshan, China."
The Moon Residence,https://www.shangri-la.com/group/our-businesses/properties-for-sale,Shangri-La,"Embracing serene lake views, this architectural masterpiece harmonizes luxury with nature.",The Moon Residence in Kunming boasts breathtaking panoramic views of Dianchi Lake and exclusive access to lush botanical gardens.,1200000,100000000,Kunming,China,"Kunming, China."
Lakeview,https://www.shangri-la.com/group/our-businesses/properties-for-sale,Shangri-La,Discover serene luxury with panoramic lake views and exquisite modern design.,"Overlooking the tranquil Slender West Lake, this residence boasts panoramic views and exclusive access to serene gardens.",800000,-..,Yangzhou,China,"Yangzhou, China."
Shangri-La Center Residences,https://www.shangri-la.com/ulaanbaatar/shangrila/residences/,Shangri-La,Discover breathtaking city views and luxurious living in Mongolia's vibrant heart.,The Shangri-La Center Residences boast stunning panoramic views of the surrounding mountains and unparalleled access to luxury amenities.,2000000,−1000000000,Ulaanbaatar,Mongolia,"1A, Olympic Street, Ulaanbaatar, Mongolia."
"Six Senses Residences, Kitzbühel Alps",https://www.sixsenses.com/en/residences/kitzbuehel-alps/,Six Senses,Luxury alpine homes blend eco-conscious design with breathtaking panoramic mountain vistas.,"Offering breathtaking panoramic views of the Kitzbühel Alps, this residence features direct access to pristine ski slopes and luxurious wellness amenities.",3500000,25000000,Kitzbühel,Austria,"6370 Kitzbühel, Austria."
Six Senses Residences,https://www.sixsenses.com/en/residences/belize/,Six Senses,Embrace unparalleled luxury with stunning overwater villas amidst Belize's vibrant marine paradise.,"Overlooking the Caribbean Sea, these luxurious residences boast private plunge pools, expansive terraces, and direct access to pristine beaches.",2000000,12000000,Ambergris Caye,Belize,
Six Senses Residences,https://www.sixsenses.com/en/residences/fiji/,Six Senses,Discover serene luxury with breathtaking ocean views and private beachfront access.,"Set amidst pristine beaches, these residences boast unparalleled ocean views, private infinity pools, and direct access to vibrant coral reefs.",2500000,3000000,Malolo Island,Fiji,
Six Senses Residences,https://www.sixsenses.com/en/residences/courchevel/,Six Senses,Immerse yourself in alpine elegance with private spas and breathtaking mountain vistas.,"Offering breathtaking views of the French Alps, these residences feature private ski-in/ski-out access and personalized wellness amenities.",5000000,50000000,Savoie,France,"Courchevel, France  
73120 Courchevel, Savoie, France"
Six Senses Residences,https://www.sixsenses.com/en/residences/loire-valley/,Six Senses,Immerse in unparalleled luxury amid enchanting vineyards and historic French elegance.,"Set against the backdrop of rolling vineyards, these residences boast stunning panoramic views and private access to serene nature trails.",1500000,10000000,Loire Valley,France,"Six Senses Residences Loire Valley, France  
1 Rue des Forges, 37120, France"
