residence_name,website_url,address,avg_price_per_unit,avg_price_per_sqft,budget_start_range,budget_end_range,floor_area_sqft,no_of_units,build_year,development_status,rental_potential,pet_friendly,accessible,confidence score,city,country,feature_names,amenity_names,other_amenities,highlighted_amenity1,highlighted_amenity2,highlighted_amenity3,ameneties_count,associated_brand,brief_subtitle,brief_description
"W Residences, Costa Rica, Reserva Conchal",https://www.wresidences.com/residence/costa-rica-reserva-conchal/,"Playa Conchal, Cabo Velas, Guanacaste, 50308, Costa Rica",4500000,1800,3000000,7000000,2500,14,2025,under construction,high,yes,yes,95,Cabo Velas,Costa Rica,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Private Cabanas, Beach Club, Beachfront Villas, Residents’ Lounge, Chef’s Kitchen, Outdoor Kitchen / BBQ Area, Infinity Pool","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Private Beach Access, Golf Course Access, Housekeeping Services, Spa, Tennis Courts, Kids' Play Area, Green Spaces/Parks, Biking/Running Trails, Sports Facilities",,Private Beach Access,Golf Course Access,Spa,,W,Luxuriate in sleek oceanview villas seamlessly blending modern elegance with tropical serenity.,"Offering breathtaking ocean views and direct access to pristine beaches, this residence features luxurious amenities and unparalleled privacy."
"W Residences Dubai, The Palm",https://www.wresidences.com/residence/the-residences-at-w-dubai/,"West Crescent, Palm Jumeirah, Dubai, 416573, United Arab Emirates",8000000,2667,5000000,15000000,3000,104,2020,completed,high,yes,yes,98,Dubai,UAE,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Private Cabanas, Beach Club, Beachfront Villas, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Private Beach Access, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Marina/Yacht Club, Cold Storage/Package Rooms",24-Hour Butler Service,Private Beach Access,Marina/Yacht Club,Spa,,W,Indulge in panoramic Arabian Gulf views from your luxurious beachfront oasis.,"This luxurious residence boasts breathtaking panoramic views of the Arabian Gulf, private beach access, and unparalleled amenities for ultimate relaxation."
The Residences,https://www.wresidences.com/residence/the-residences-at-w-fort-lauderdale/,"401 N Fort Lauderdale Beach Blvd, Fort Lauderdale, FL 33304, United States",2500000,1667,1500000,5000000,1500,171,2009,completed,high,yes,yes,97,Fort Lauderdale,United States,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Beachfront Villas, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Private Beach Access, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Rooftop Amenities, Pet-Friendly Facilities, Cold Storage/Package Rooms",,Private Beach Access,Spa,Rooftop Amenities,,W,Discover luxurious waterfront living with breathtaking ocean views and private yacht access.,"The Residences in Fort Lauderdale boast stunning waterfront views, private yacht access, and luxurious amenities that redefine upscale living."
The Residences,https://www.wresidences.com/residence/the-residences-at-w-hollywood/,"6250 Hollywood Blvd, Los Angeles, CA 90028, United States",2000000,1600,1200000,3500000,1250,143,2010,completed,high,yes,yes,96,Los Angeles,United States,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Home Office, Roof Deck / Patio","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Rooftop Amenities, Pet-Friendly Facilities, Cold Storage/Package Rooms",Recording Studio,Concierge Services,Spa,Rooftop Amenities,,W,Luxurious modern living meets iconic skyline views in Hollywood's vibrant heart.,"The Residences in Hollywood boast breathtaking panoramic views of the iconic skyline, alongside private rooftop amenities and unparalleled access to vibrant entertainment."
The Residences,https://www.wresidences.com/residence/the-residences-at-w-koh-samui/,"4/1 Moo 1 Tambol Maenam, Koh Samui, Surat Thani, 84330, Thailand",4000000,1600,2500000,7000000,2500,17,2010,completed,high,yes,yes,95,Koh Samui,Thailand,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Private Cabanas, Beach Club, Beachfront Villas, Residents’ Lounge, Chef’s Kitchen, Outdoor Kitchen / BBQ Area, Infinity Pool","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Private Beach Access, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Kids' Play Area, Green Spaces/Parks, Sports Facilities",24-Hour Butler Service,Private Beach Access,Spa,Event Spaces/Banquet Halls,,W,Embrace panoramic ocean views from your luxurious hilltop sanctuary in Surat Thani.,"The Residences in Surat Thani boast breathtaking views of lush mountains and a private infinity pool, ensuring unmatched tranquility and luxury."
The Residences,https://www.wresidences.com/residence/the-residences-at-w-new-york-downtown/,"123 Washington Street, New York, NY 10006, USA",2000000,2000,1200000,3500000,1000,223,2010,completed,high,yes,yes,98,New York,United States,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Pet-Friendly Facilities, Cold Storage/Package Rooms",,Concierge Services,Spa,On-site Restaurant/Café,,W,Unrivaled skyline views and bespoke luxury redefine urban living in this exclusive haven.,"Offering breathtaking skyline views and a private rooftop terrace, this residence redefines luxury living in the heart of Manhattan."
W Residences,https://www.wresidences.com/residence/w-residences-sao-paulo/,"Rua dos Três Irmãos, 100, Vila Nova Conceição, São Paulo, SP, 04538-001, Brazil",3000000,1500,2000000,5000000,2000,64,2023,completed,high,yes,yes,94,São Paulo,Brazil,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Rooftop Amenities, Pet-Friendly Facilities, Cold Storage/Package Rooms",,Rooftop Amenities,Spa,Business Center,,W,Elevated urban living with private pools and skyline views redefines luxury.,"Offering breathtaking skyline views and exclusive access to a rooftop infinity pool, this residence redefines urban luxury living."
W Residences,,"110 Stuart Street, Boston, MA 02116, United States",2500000,2000,1500000,4500000,1250,123,2009,completed,high,yes,yes,98,Boston,United States,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Home Office, Butler’s Pantry / Service Kitchen","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Pet-Friendly Facilities, Cold Storage/Package Rooms",24-Hour Butler Service,Event Spaces/Banquet Halls,Spa,Business Center,,W,"Elevate your lifestyle with stunning skyline views and luxurious, modern living spaces.","Offering breathtaking skyline views and unparalleled access to vibrant cultural hotspots, this residence redefines luxury living in Boston."
W Residences,https://marriottresidences.com/luxury_brand/w-residences/,"45 Ivan Allen Jr. Boulevard, Atlanta, GA 30308, United States",1500000,500,800000,3000000,3000,74,2009,completed,high,yes,yes,98,Atlanta,United States,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Rooftop Amenities, Pet-Friendly Facilities, Cold Storage/Package Rooms",,Rooftop Amenities,Business Center,Concierge Services,,W,Elevated luxury meets modern sophistication with breathtaking skyline views and exclusive amenities.,"Offering breathtaking skyline views and luxurious amenities, this residence boasts a rooftop infinity pool and vibrant social spaces."
W Residences at Sentosa Cove,,"10 Sentosa Cove Drive, Sentosa Island, Singapore, 098297, Singapore",6000000,2400,4000000,10000000,2500,228,2012,completed,high,yes,yes,97,Singapore,Singapore,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Private Cabanas, Beach Club, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Outdoor Kitchen / BBQ Area","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Private Beach Access, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Marina/Yacht Club, Green Spaces/Parks",24-Hour Butler Service,Private Beach Access,Marina/Yacht Club,Business Center,,W,Embrace unparalleled luxury with breathtaking ocean views and private yacht berths.,"Offering breathtaking waterfront views and private access to pristine beaches, this luxurious residence boasts unparalleled amenities and vibrant lifestyle options."
W Residences,,"Avenida das Hortênsias, 1480, Centro, Gramado, RS, 95670-000, Brazil",1200000,1200,800000,2000000,1000,60,2025,under construction,high,yes,yes,95,Gramado,Brazil,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Home Office, Private Garage","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Green Spaces/Parks, Cold Storage/Package Rooms",,Concierge Services,Spa,Business Center,,W,"Discover luxurious living amid breathtaking mountain views and lush, serene landscapes.","Overlooking stunning mountain vistas, these residences boast private balconies, luxurious amenities, and direct access to scenic hiking trails."
W Residences,,"Jackson’s Row, Deansgate, Manchester, M2 5WD, United Kingdom",3000000,2000,2000000,5000000,1500,213,2027,planned,high,yes,yes,92,Manchester,UK,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Home Office, Infinity Pool","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Rooftop Amenities, Cold Storage/Package Rooms",24-Hour Butler Service,Rooftop Amenities,Spa,Business Center,,W,"Elevating city living, these luxury residences boast panoramic skyline views and bespoke design.","Offering stunning skyline views and a vibrant rooftop terrace, this residence redefines luxury living in Manchester's heart."
W Residences at Al Maryah Island,,"Abu Dhabi Global Market St. – Second, Al Maryah Island, Abu Dhabi, 41184, United Arab Emirates",3500000,1750,2000000,6000000,2000,75,2026,under construction,high,yes,yes,95,Abu Dhabi,UAE,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Rooftop Amenities, Cinema/Screening Room",24-Hour Butler Service,Concierge Services,Spa,Rooftop Amenities,,W,Indulge in breathtaking waterfront views and unparalleled luxury at Al Maryah Island.,"Offering stunning waterfront views and unparalleled access to luxury shopping, dining, and cultural attractions, this residence redefines upscale living."
W Residences,,"20 N Ocean Blvd, Pompano Beach, FL 33062, United States",3500000,1250,775000,6000000,2800,77,2009,planned,high,yes,yes,98,Pompano Beach,United States,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Beachfront Villas, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Private Beach Access, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Rooftop Amenities, Pet-Friendly Facilities, Cold Storage/Package Rooms",,Private Beach Access,Rooftop Amenities,Business Center,,W,"Indulge in breathtaking ocean views from luxurious, modern residences with unparalleled amenities.","Overlooking the sparkling Atlantic, these residences boast expansive ocean views, luxurious amenities, and direct access to pristine beaches."
W Residences at Jumeirah Lake Tower Dubai,https://www.wresidencesjlt.com/,"Cluster B, Jumeirah Lake Towers, Dubai, 487952, United Arab Emirates",1500000,1250,800000,3000000,1200,150,2027,under construction,high,yes,yes,95,Dubai,UAE,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Rooftop Amenities, Cold Storage/Package Rooms",24-Hour Butler Service,Rooftop Amenities,On-site Restaurant/Café,Concierge Services,,W,"Elevate your lifestyle with bold, panoramic skyline views and avant-garde design.","The residences boast breathtaking panoramic views of the iconic skyline and pristine lakes, complemented by luxurious amenities and unparalleled access to vibrant lifestyle attractions."
W Residences at Dubai Harbour,,"Dubai Harbour, Dubai Marina, Dubai, 487952, United Arab Emirates",2500000,1667,1500000,5000000,1500,100,2027,under construction,high,yes,yes,94,Dubai,UAE,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Private Beach Access, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Marina/Yacht Club, Rooftop Amenities, Cold Storage/Package Rooms",24-Hour Butler Service,Private Beach Access,Spa,Marina/Yacht Club,,W,Indulge in panoramic sea views from your luxurious sky-high sanctuary.,"Offering breathtaking panoramic views of the Arabian Gulf and direct beach access, this residence features luxurious amenities and unparalleled waterfront living."
W Residences,https://www.walgarveresidences.com/,"Estrada da Galé, Sesmarias, Albufeira, Faro, 8200-416, Portugal",1200000,1200,865000,2500000,1000,83,2022,completed,high,yes,yes,97,Albufeira,Portugal,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Outdoor Kitchen / BBQ Area, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Private Beach Access, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Kids' Play Area, Green Spaces/Parks, Biking/Running Trails, Sports Facilities",,Private Beach Access,On-site Restaurant/Café,Sports Facilities,,W,Indulge in luxurious coastal living with stunning ocean views and vibrant nightlife.,"The residences boast breathtaking ocean views, private infinity pools, and direct access to pristine beaches, ensuring unparalleled luxury and tranquility."
"W Residences, Downtown",https://marriottresidences.com/luxury_brand/w-residences/,"Burj Al Arab Street, Downtown Dubai, Dubai, 487952, United Arab Emirates",1500000,1500,422500,5000000,1000,384,2025,under construction,high,yes,yes,98,Dubai,UAE,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Rooftop Amenities, Cinema/Screening Room, Cold Storage/Package Rooms",24-Hour Butler Service,Rooftop Amenities,Cinema/Screening Room,Concierge Services,,W,"Soaring above the city, these ultra-luxury residences blend iconic design with panoramic Burj Khalifa views.","Offering breathtaking views of the iconic skyline and direct access to vibrant entertainment, this residence redefines luxury living."
W Residences,https://marriottresidences.com/luxury_brand/w-residences/,"2201 Collins Ave, Miami Beach, FL 33139, United States",2500000,2500,1200000,9995000,1000,408,2009,completed,high,yes,yes,99,Miami,United States,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Beachfront Villas, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Private Beach Access, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Rooftop Amenities, Pet-Friendly Facilities, Cold Storage/Package Rooms",24-Hour Butler Service,Private Beach Access,Spa,Rooftop Amenities,,W,Immerse yourself in unparalleled luxury with breathtaking oceanfront views and exclusive amenities.,"Boasting breathtaking ocean views and direct beach access, this residence offers unparalleled luxury with private pools and personalized concierge services."
W Residences,https://marriottresidences.com/luxury_brand/w-residences/,"210 Lavaca Street, Austin, TX 78701, United States",1500000,1071,500000,4000000,1400,160,2010,completed,high,yes,yes,98,Austin,United States,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Rooftop Amenities, Pet-Friendly Facilities, Cold Storage/Package Rooms",Recording Studio,Rooftop Amenities,Spa,Business Center,,W,Luxurious urban living meets stunning lake views in Austin's vibrant heart.,"Offering stunning views of Lady Bird Lake and downtown, this residence features luxurious amenities and vibrant urban living."
W Residences,https://marriottresidences.com/luxury_brand/w-residences/,"2408 Victory Park Lane, Dallas, TX 75219, United States",1800000,1200,1000000,3500000,1500,115,2006,completed,high,yes,yes,96,Dallas,United States,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Rooftop Amenities, Pet-Friendly Facilities, Cold Storage/Package Rooms",,Concierge Services,Spa,Rooftop Amenities,,W,Elevate your lifestyle with sleek modern luxury and unmatched skyline views.,"This luxurious residence boasts sweeping skyline views, unparalleled amenities, and a vibrant location near the arts district."
W Residences,,"W Residences London, 10 Wardour Street, London W1D 6QF, UK.",,,,,,,2008,completed,high,,,,London,UK,,,,,,,,W,Enjoy breathtaking city views from your luxurious rooftop garden oasis.,"Offering breathtaking skyline views and personalized concierge services, this residence redefines luxury living in the heart of London."
The Waldorf Astoria,https://www.waldorftowers.nyc/en/availability/,"301 Park Avenue, New York, NY 10022, United States",7000000,3500,3000000,18000000,2000,375,2025,under construction,high,yes,yes,96,New York,United States,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Home Office, Butler’s Pantry / Service Kitchen, Wine Cellar / Wine Room","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Cinema/Screening Room, Pet-Friendly Facilities, Cold Storage/Package Rooms",24-Hour Butler Service,Event Spaces/Banquet Halls,Cinema/Screening Room,Concierge Services,,Waldorf Astoria,Discover timeless elegance and unparalleled luxury in the heart of Manhattan.,"This iconic hotel offers unparalleled skyline views, luxurious amenities, and a rich history that captivates every guest."
The Waldorf,https://www.hilton.com/en/brands/waldorf-astoria/residences/,"300 Biscayne Boulevard, Miami, FL 33131, United States",3300000,1500,1100000,5500000,2200,360,2027,under construction,high,yes,yes,99,Miami,United States,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Home Office, Butler’s Pantry / Service Kitchen","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Rooftop Amenities, Cinema/Screening Room, Cold Storage/Package Rooms",24-Hour Butler Service,Concierge Services,Spa,Rooftop Amenities,,Waldorf Astoria,"A soaring masterpiece of modern elegance, offering unparalleled oceanfront luxury and serenity.","This luxurious residence boasts breathtaking waterfront views, expansive terraces, and unparalleled access to Miami's vibrant cultural and culinary scene."
The Waldorf,https://www.hilton.com/en/brands/waldorf-astoria/residences/,"The Waldorf Astoria Dubai Palm Jumeirah, Crescent Road, The Palm Jumeirah, Dubai, UAE.",,,,,,,1931,under construction,high,,,,Dubai,UAE,,,,,,,,Waldorf Astoria,Discover luxurious living with breathtaking views of the iconic Dubai skyline.,"Offering breathtaking panoramic views of the iconic skyline, this residence features unparalleled amenities like a private beach and world-class dining."
Waldorf Astoria Residences,,"2100 Frostwood Blvd, Park City, UT 84098, United States",2500000,1250,1500000,4000000,2000,36,2009,completed,high,yes,yes,98,Park City,United States,"Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Home Office",,"Ski-in/Ski-out Access, Ski Valet Service","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Cold Storage/Package Rooms",Spa,Business Center,,Waldorf Astoria,Discover refined mountain luxury with private ski access and world-class amenities.,"The residences boast breathtaking mountain vistas, direct ski-in/ski-out access, and unparalleled amenities, ensuring an extraordinary alpine lifestyle."
"Wyndham Residences, The Palm",wyndhamhotels.com/wyndham/dubai-united-arab-emirates/wyndham-residences-dubai-palm-jumeirah/overview,"Crescent Road, The Palm Jumeirah, Dubai, 18652, United Arab Emirates",1800000,1200,1200000,3000000,1500,102,2020,completed,high,yes,yes,95,Dubai,UAE,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Beachfront Villas","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Private Beach Access, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Rooftop Amenities, Kids' Play Area, Marina/Yacht Club",,Private Beach Access,Marina/Yacht Club,Spa,,Wyndham,Discover unrivaled luxury with panoramic views and private beach access in Dubai.,"Offering breathtaking views of the Arabian Gulf, this residence features private beach access and luxurious amenities unique to the area."
"Wyndham Residences, Costa Adeje",wyndhamresidencescostaadeje.com/?,"Wyndham Residences, Costa Adeje  
Calle Finlandia 8-10, San Eugenio Alto, Costa Adeje, Tenerife, 38660, Spain",400000,400,250000,600000,1000,80,2021,completed,high,yes,yes,97,Tenerife,Spain,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Outdoor Kitchen / BBQ Area, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Shared Lounges, Event Spaces/Banquet Halls, Kids' Play Area, Green Spaces/Parks, Sports Facilities",,Spa,Concierge Services,Event Spaces/Banquet Halls,,Wyndham,Indulge in luxurious ocean-view living with stunning sunsets and lush gardens.,"Set against stunning ocean vistas, this residence boasts private terraces, luxurious amenities, and direct access to pristine beaches."
"Wyndham Residences, Golf del Sur",https://www.wyndhamresidencesgolfsur.com/?,"Avenida J.M. Galván Bello, San Miguel de Abona, Tenerife, 38639, Spain",350000,350,200000,500000,1000,120,2021,completed,high,yes,yes,95,Tenerife,Spain,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Outdoor Kitchen / BBQ Area, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Golf Course Access, Shared Lounges, Kids' Play Area, Green Spaces/Parks, Sports Facilities",,Golf Course Access,Spa,Concierge Services,,Wyndham,"Overlooking lush fairways and ocean horizons, this serene retreat radiates sophistication.","Offering breathtaking ocean views and direct access to a championship golf course, this residence combines luxury with tranquility."
Wyndham Grand Residences,https://www.wyndhamgrandalgarveresidences.com/,"Estrada da Galé, Sesmarias, Albufeira, Faro, 8200-416, Portugal",1200000,1200,865000,2500000,1000,83,2022,completed,high,yes,yes,97,Algarve,Portugal,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Infinity Pool, Outdoor Kitchen / BBQ Area, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Business Center, Shared Lounges, Event Spaces/Banquet Halls, Kids' Play Area, Green Spaces/Parks, Biking/Running Trails, Rooftop Amenities",,Concierge Services,Spa,Rooftop Amenities,,Wyndham,Discover Algarve's serene oasis with exclusive ocean-view terraces and lush gardens.,"Overlooking stunning cliffs and pristine beaches, this residence boasts luxurious amenities, including private pools and breathtaking ocean views."
Wyndham Grand La Cala Golf Residences,https://wyndhamgrandlacala.com/,"Urbanización La Cala Golf, Mijas, Málaga, 29649, Spain",650000,500,400000,1000000,1300,45,2025,under construction,high,yes,yes,96,Malaga,Spain,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Private Elevator, Outdoor Kitchen / BBQ Area, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Golf Course Access, Shared Lounges, Green Spaces/Parks, Sports Facilities",,Golf Course Access,On-site Restaurant/Café,Concierge Services,,Wyndham,Discover luxurious living amidst breathtaking golf views and serene Mediterranean landscapes.,"Offering breathtaking panoramic views of the Mediterranean and direct access to championship golf courses, this residence ensures an unparalleled luxury lifestyle."
Wyndham Grand Gold del Sur Residences,https://www.wyndhamresidencesgolfsur.com/,"Avenida J.M. Galván Bello, San Miguel de Abona, Tenerife, 38639, Spain",350000,350,200000,500000,1000,120,2021,completed,high,yes,yes,95,Tenerife,Spain,"Private Pool, Spa / Wellness Area, Fitness Room / Gym, Panoramic Views, Private Balcony / Terrace, Residents’ Lounge, Chef’s Kitchen, Outdoor Kitchen / BBQ Area, Home Office","On-site Restaurant/Café, Security Staff, Gated Community, Gym, Concierge Services, Parking Space/Garage, Housekeeping Services, Spa, Golf Course Access, Shared Lounges, Kids' Play Area, Green Spaces/Parks, Sports Facilities",,Golf Course Access,Green Spaces/Parks,Spa,,Wyndham,Luxurious coastal living meets panoramic ocean views and year-round golden sunsets.,"Overlooking stunning ocean vistas, these residences feature private terraces, luxurious amenities, and direct access to pristine beaches."
